iso_ts,watts,device,tag
2026-08-26T01:04:12.100743+00:00,40.595,omen-system,
2026-08-26T01:04:18.305581+00:00,41.149,omen-system,
2026-08-26T01:04:24.559468+00:00,40.776,omen-system,
2026-08-26T01:04:30.800415+00:00,42.76,omen-system,
2026-08-26T01:04:37.031452+00:00,40.947,omen-system,
2026-08-26T01:04:43.261248+00:00,40.573,omen-system,
2026-08-26T01:04:49.454970+00:00,40.885,omen-system,
2026-08-26T01:04:55.696417+00:00,40.75,omen-system,
2026-08-26T01:05:01.924292+00:00,40.526,omen-system,
2026-08-26T01:05:08.143912+00:00,40.557,omen-system,
2026-08-26T01:05:14.414289+00:00,40.393,omen-system,
2026-08-26T01:05:20.637217+00:00,40.398,omen-system,
2026-08-26T01:05:26.858398+00:00,39.967,omen-system,
2026-08-26T01:05:33.065079+00:00,41.093,omen-system,
2026-08-26T01:05:39.257648+00:00,40.292,omen-system,
2026-08-26T01:05:45.478118+00:00,40.171,omen-system,
2026-08-26T01:05:51.696726+00:00,40.302,omen-system,
2026-08-26T01:05:57.934526+00:00,40.419,omen-system,
2026-08-26T01:06:04.137570+00:00,40.891,omen-system,
2026-08-26T01:06:10.384613+00:00,40.312,omen-system,
2026-08-26T01:06:16.574317+00:00,40.295,omen-system,
2026-08-26T01:06:22.780833+00:00,40.364,omen-system,
2026-08-26T01:06:28.997119+00:00,40.406,omen-system,
2026-08-26T01:06:35.208228+00:00,40.816,omen-system,
2026-08-26T01:06:41.448512+00:00,40.376,omen-system,
2026-08-26T01:06:47.709315+00:00,40.293,omen-system,
2026-08-26T01:06:53.919658+00:00,40.142,omen-system,
2026-08-26T01:07:00.127001+00:00,40.272,omen-system,
2026-08-26T01:07:06.348577+00:00,41.385,omen-system,
2026-08-26T01:07:12.583726+00:00,41.457,omen-system,
2026-08-26T01:07:18.796704+00:00,40.582,omen-system,
2026-08-26T01:07:25.040002+00:00,43.206,omen-system,
2026-08-26T01:07:31.407485+00:00,40.647,omen-system,
2026-08-26T01:07:37.663258+00:00,40.689,omen-system,
2026-08-26T01:07:43.864260+00:00,40.877,omen-system,
2026-08-26T01:07:50.101594+00:00,40.103,omen-system,
2026-08-26T01:07:56.319738+00:00,40.134,omen-system,
2026-08-26T01:08:02.529924+00:00,40.335,omen-system,
2026-08-26T01:08:08.753134+00:00,40.247,omen-system,
2026-08-26T01:08:15.001510+00:00,40.285,omen-system,
2026-08-26T01:08:21.356737+00:00,40.485,omen-system,
2026-08-26T01:08:27.576230+00:00,40.241,omen-system,
2026-08-26T01:08:33.833807+00:00,40.26,omen-system,
2026-08-26T01:08:40.062661+00:00,40.858,omen-system,
2026-08-26T01:08:46.269773+00:00,40.354,omen-system,
2026-08-26T01:08:52.494857+00:00,40.301,omen-system,
2026-08-26T01:08:58.706754+00:00,40.302,omen-system,
2026-08-26T01:09:04.922460+00:00,40.549,omen-system,
2026-08-26T01:09:11.174909+00:00,40.283,omen-system,
2026-08-26T01:09:17.403620+00:00,40.739,omen-system,
2026-08-26T01:09:23.631853+00:00,40.635,omen-system,
2026-08-26T01:09:29.864576+00:00,41.913,omen-system,
2026-08-26T01:09:36.087303+00:00,40.31,omen-system,
2026-08-26T01:09:42.329925+00:00,40.658,omen-system,
2026-08-26T01:09:48.580298+00:00,40.784,omen-system,
2026-08-26T01:09:54.786190+00:00,40.433,omen-system,
2026-08-26T01:10:01.269757+00:00,41.9,omen-system,
2026-08-26T01:10:07.484102+00:00,40.961,omen-system,
2026-08-26T01:10:13.698920+00:00,40.669,omen-system,
2026-08-26T01:10:19.910108+00:00,40.989,omen-system,
2026-08-26T01:10:26.120626+00:00,40.299,omen-system,
2026-08-26T01:10:32.370516+00:00,40.276,omen-system,
2026-08-26T01:10:38.603817+00:00,40.152,omen-system,
2026-08-26T01:10:44.825163+00:00,40.132,omen-system,
2026-08-26T01:10:51.052158+00:00,40.969,omen-system,
2026-08-26T01:10:57.345728+00:00,40.631,omen-system,
2026-08-26T01:11:03.583783+00:00,41.32,omen-system,
2026-08-26T01:11:09.800333+00:00,40.567,omen-system,
2026-08-26T01:11:16.042944+00:00,40.251,omen-system,
2026-08-26T01:11:22.237239+00:00,41.2,omen-system,
2026-08-26T01:11:28.481910+00:00,40.348,omen-system,
2026-08-26T01:11:34.697126+00:00,41.247,omen-system,
2026-08-26T01:11:40.924087+00:00,40.281,omen-system,
2026-08-26T01:11:47.146159+00:00,40.499,omen-system,
2026-08-26T01:11:53.381187+00:00,40.964,omen-system,
2026-08-26T01:11:59.610759+00:00,40.431,omen-system,
2026-08-26T01:12:05.829799+00:00,41.732,omen-system,
2026-08-26T01:12:12.044953+00:00,40.252,omen-system,
2026-08-26T01:12:18.258881+00:00,40.652,omen-system,
2026-08-26T01:12:24.486151+00:00,42.435,omen-system,
2026-08-26T01:12:30.704721+00:00,40.752,omen-system,
2026-08-26T01:12:36.927122+00:00,40.956,omen-system,
2026-08-26T01:12:43.154895+00:00,40.63,omen-system,
2026-08-26T01:12:49.395366+00:00,41.021,omen-system,
2026-08-26T01:12:55.587644+00:00,40.579,omen-system,
2026-08-26T01:13:01.812955+00:00,40.749,omen-system,
2026-08-26T01:13:08.040098+00:00,41.229,omen-system,
2026-08-26T01:13:14.317846+00:00,42.665,omen-system,
2026-08-26T01:13:20.540132+00:00,40.724,omen-system,
2026-08-26T01:13:26.799710+00:00,41.842,omen-system,
2026-08-26T01:13:33.045431+00:00,40.661,omen-system,
2026-08-26T01:13:39.393342+00:00,41.198,omen-system,
2026-08-26T01:13:45.645014+00:00,40.771,omen-system,
2026-08-26T01:13:51.923402+00:00,41.255,omen-system,
2026-08-26T01:13:58.123207+00:00,41.432,omen-system,
2026-08-26T01:14:04.372059+00:00,40.959,omen-system,
2026-08-26T01:14:10.621649+00:00,41.453,omen-system,
2026-08-26T01:14:16.893184+00:00,40.628,omen-system,
2026-08-26T01:14:23.130600+00:00,41.886,omen-system,
2026-08-26T01:14:29.361157+00:00,43.015,omen-system,
2026-08-26T01:14:35.600601+00:00,42.744,omen-system,
2026-08-26T01:14:41.843638+00:00,40.543,omen-system,
2026-08-26T01:14:48.090527+00:00,42.331,omen-system,
2026-08-26T01:14:54.397990+00:00,40.912,omen-system,
2026-08-26T01:15:00.647401+00:00,42.21,omen-system,
2026-08-26T01:15:06.907084+00:00,42.017,omen-system,
2026-08-26T01:15:13.159144+00:00,41.408,omen-system,
2026-08-26T01:15:19.413352+00:00,41.253,omen-system,
2026-08-26T01:15:25.674987+00:00,41.012,omen-system,
2026-08-26T01:15:31.996346+00:00,41.691,omen-system,
2026-08-26T01:15:38.320500+00:00,40.557,omen-system,
2026-08-26T01:15:44.583634+00:00,42.285,omen-system,
2026-08-26T01:15:50.856284+00:00,41.648,omen-system,
2026-08-26T01:15:57.154468+00:00,41.191,omen-system,
2026-08-26T01:16:03.423653+00:00,41.81,omen-system,
2026-08-26T01:16:09.696466+00:00,41.043,omen-system,
2026-08-26T01:16:15.978941+00:00,41.634,omen-system,
2026-08-26T01:16:22.261997+00:00,40.376,omen-system,
2026-08-26T01:16:28.576019+00:00,41.919,omen-system,
2026-08-26T01:16:34.869365+00:00,40.746,omen-system,
2026-08-26T01:16:41.130439+00:00,40.613,omen-system,
2026-08-26T01:16:47.431106+00:00,41.652,omen-system,
2026-08-26T01:16:53.732430+00:00,41.85,omen-system,
2026-08-26T01:17:00.047778+00:00,40.995,omen-system,
2026-08-26T01:17:06.299507+00:00,40.703,omen-system,
2026-08-26T01:17:12.576366+00:00,42.265,omen-system,
2026-08-26T01:17:18.813101+00:00,40.37,omen-system,
2026-08-26T01:17:25.073704+00:00,41.917,omen-system,
2026-08-26T01:17:31.391678+00:00,41.123,omen-system,
2026-08-26T01:17:37.638586+00:00,42.194,omen-system,
2026-08-26T01:17:43.893601+00:00,40.611,omen-system,
2026-08-26T01:17:50.146183+00:00,40.909,omen-system,
2026-08-26T01:17:56.374504+00:00,41.059,omen-system,
2026-08-26T01:18:02.646873+00:00,40.521,omen-system,
2026-08-26T01:18:08.868313+00:00,41.114,omen-system,
2026-08-26T01:18:15.086111+00:00,40.547,omen-system,
2026-08-26T01:18:21.331550+00:00,41.417,omen-system,
2026-08-26T01:18:27.602578+00:00,40.538,omen-system,
2026-08-26T01:18:33.879798+00:00,41.273,omen-system,
2026-08-26T01:18:40.106104+00:00,40.924,omen-system,
2026-08-26T01:18:46.382031+00:00,40.745,omen-system,
2026-08-26T01:18:52.654061+00:00,41.661,omen-system,
2026-08-26T01:18:58.918803+00:00,40.783,omen-system,
2026-08-26T01:19:05.153146+00:00,41.355,omen-system,
2026-08-26T01:19:11.431789+00:00,40.523,omen-system,
2026-08-26T01:19:17.687688+00:00,41.015,omen-system,
2026-08-26T01:19:24.013627+00:00,40.44,omen-system,
2026-08-26T01:19:30.273781+00:00,40.457,omen-system,
2026-08-26T01:19:36.536114+00:00,40.556,omen-system,
2026-08-26T01:19:42.792955+00:00,42.267,omen-system,
2026-08-26T01:19:49.035050+00:00,41.429,omen-system,
2026-08-26T01:19:55.261597+00:00,40.68,omen-system,
2026-08-26T01:20:01.520389+00:00,40.408,omen-system,
2026-08-26T01:20:07.764878+00:00,40.461,omen-system,
2026-08-26T01:20:14.036581+00:00,40.553,omen-system,
2026-08-26T01:20:20.430128+00:00,40.831,omen-system,
2026-08-26T01:20:26.702711+00:00,41.0,omen-system,
2026-08-26T01:20:32.910155+00:00,40.466,omen-system,
2026-08-26T01:20:39.155104+00:00,42.937,omen-system,
2026-08-26T01:20:45.433678+00:00,41.895,omen-system,
2026-08-26T01:20:51.726230+00:00,40.73,omen-system,
2026-08-26T01:20:57.997130+00:00,41.656,omen-system,
2026-08-26T01:21:04.226274+00:00,41.352,omen-system,
2026-08-26T01:21:10.512246+00:00,41.501,omen-system,
2026-08-26T01:21:16.784221+00:00,43.656,omen-system,
2026-08-26T01:21:23.018874+00:00,41.219,omen-system,
2026-08-26T01:21:29.246390+00:00,40.705,omen-system,
2026-08-26T01:21:35.487620+00:00,40.604,omen-system,
2026-08-26T01:21:41.752644+00:00,40.5,omen-system,
2026-08-26T01:21:48.028611+00:00,42.153,omen-system,
2026-08-26T01:21:54.314513+00:00,41.472,omen-system,
2026-08-26T01:22:00.582271+00:00,41.175,omen-system,
2026-08-26T01:22:06.828086+00:00,40.319,omen-system,
2026-08-26T01:22:13.054565+00:00,40.113,omen-system,
2026-08-26T01:22:19.282661+00:00,40.238,omen-system,
2026-08-26T01:22:25.505367+00:00,42.819,omen-system,
2026-08-26T01:22:31.874680+00:00,41.144,omen-system,
2026-08-26T01:22:38.127157+00:00,40.296,omen-system,
2026-08-26T01:22:44.368718+00:00,40.258,omen-system,
2026-08-26T01:22:50.599123+00:00,41.54,omen-system,
2026-08-26T01:22:56.813749+00:00,40.53,omen-system,
2026-08-26T01:23:03.028512+00:00,40.49,omen-system,
2026-08-26T01:23:09.252670+00:00,41.52,omen-system,
2026-08-26T01:23:15.518930+00:00,40.402,omen-system,
2026-08-26T01:23:21.772869+00:00,40.273,omen-system,
2026-08-26T01:23:28.027116+00:00,40.489,omen-system,
2026-08-26T01:23:34.264028+00:00,40.373,omen-system,
2026-08-26T01:23:40.489634+00:00,40.818,omen-system,
2026-08-26T01:23:46.720542+00:00,40.578,omen-system,
2026-08-26T01:23:52.945217+00:00,40.328,omen-system,
2026-08-26T01:23:59.154207+00:00,40.437,omen-system,
2026-08-26T01:24:05.447616+00:00,40.663,omen-system,
2026-08-26T01:24:11.692173+00:00,41.246,omen-system,
2026-08-26T01:24:17.928383+00:00,41.437,omen-system,
2026-08-26T01:24:24.178574+00:00,40.52,omen-system,
2026-08-26T01:24:30.404400+00:00,41.492,omen-system,
2026-08-26T01:24:36.659128+00:00,41.31,omen-system,
2026-08-26T01:24:42.892375+00:00,41.793,omen-system,
2026-08-26T01:24:49.238680+00:00,42.552,omen-system,
2026-08-26T01:24:55.510695+00:00,40.483,omen-system,
2026-08-26T01:25:01.744838+00:00,41.631,omen-system,
2026-08-26T01:25:07.970118+00:00,41.008,omen-system,
2026-08-26T01:25:14.211492+00:00,44.163,omen-system,
2026-08-26T01:25:20.454311+00:00,41.14,omen-system,
2026-08-26T01:25:26.683930+00:00,40.356,omen-system,
2026-08-26T01:25:32.926914+00:00,41.234,omen-system,
2026-08-26T01:25:39.169009+00:00,41.384,omen-system,
2026-08-26T01:25:45.478613+00:00,43.96,omen-system,
2026-08-26T01:25:51.710213+00:00,40.426,omen-system,
2026-08-26T01:25:57.924800+00:00,40.293,omen-system,
2026-08-26T01:26:04.192986+00:00,42.444,omen-system,
2026-08-26T01:26:10.439611+00:00,41.712,omen-system,
2026-08-26T01:26:16.703998+00:00,41.822,omen-system,
2026-08-26T01:26:22.932924+00:00,40.362,omen-system,
2026-08-26T01:26:29.172999+00:00,40.82,omen-system,
2026-08-26T01:26:35.527605+00:00,40.803,omen-system,
2026-08-26T01:26:41.766442+00:00,40.461,omen-system,
2026-08-26T01:26:48.020567+00:00,39.896,omen-system,
2026-08-26T01:26:54.261336+00:00,40.253,omen-system,
2026-08-26T01:27:00.479093+00:00,40.103,omen-system,
2026-08-26T01:27:06.700043+00:00,40.283,omen-system,
2026-08-26T01:27:12.962686+00:00,39.906,omen-system,
2026-08-26T01:27:19.207819+00:00,39.931,omen-system,
2026-08-26T01:27:25.418133+00:00,40.304,omen-system,
2026-08-26T01:27:31.650095+00:00,40.466,omen-system,
2026-08-26T01:27:37.926073+00:00,41.21,omen-system,
2026-08-26T01:27:44.149816+00:00,40.399,omen-system,
2026-08-26T01:27:50.389706+00:00,40.133,omen-system,
2026-08-26T01:27:56.628186+00:00,40.046,omen-system,
2026-08-26T01:28:02.841797+00:00,40.115,omen-system,
2026-08-26T01:28:09.071264+00:00,40.439,omen-system,
2026-08-26T01:28:15.279438+00:00,39.926,omen-system,
2026-08-26T01:28:21.498183+00:00,39.966,omen-system,
2026-08-26T01:28:27.723536+00:00,39.99,omen-system,
2026-08-26T01:28:33.934569+00:00,40.103,omen-system,
2026-08-26T01:28:40.148562+00:00,40.175,omen-system,
2026-08-26T01:28:46.364482+00:00,40.526,omen-system,
2026-08-26T01:28:52.563773+00:00,40.35,omen-system,
2026-08-26T01:28:58.799777+00:00,40.2,omen-system,
2026-08-26T01:29:05.041969+00:00,41.447,omen-system,
2026-08-26T01:29:11.262167+00:00,40.477,omen-system,
2026-08-26T01:29:17.480759+00:00,40.08,omen-system,
2026-08-26T01:29:23.705500+00:00,39.903,omen-system,
2026-08-26T01:29:29.926538+00:00,39.941,omen-system,
2026-08-26T01:29:36.172218+00:00,39.971,omen-system,
2026-08-26T01:29:42.394311+00:00,40.317,omen-system,
2026-08-26T01:29:48.610963+00:00,40.441,omen-system,
2026-08-26T01:29:54.829205+00:00,40.071,omen-system,
2026-08-26T01:30:01.038673+00:00,40.849,omen-system,
2026-08-26T01:30:07.254169+00:00,40.621,omen-system,
2026-08-26T01:30:13.471343+00:00,40.2,omen-system,
2026-08-26T01:30:19.710567+00:00,40.695,omen-system,
2026-08-26T01:30:25.946872+00:00,40.592,omen-system,
2026-08-26T01:30:32.188287+00:00,40.543,omen-system,
2026-08-26T01:30:38.419333+00:00,40.439,omen-system,
2026-08-26T01:30:44.652485+00:00,40.63,omen-system,
2026-08-26T01:30:50.893589+00:00,40.91,omen-system,
2026-08-26T01:30:57.113464+00:00,41.165,omen-system,
2026-08-26T01:31:05.382640+00:00,41.525,omen-system,
2026-08-26T01:31:07.624712+00:00,42.185,omen-system,
2026-08-26T01:31:09.842065+00:00,41.469,omen-system,
2026-08-26T01:31:12.138010+00:00,41.509,omen-system,
2026-08-26T01:31:14.362121+00:00,41.306,omen-system,
2026-08-26T01:31:16.597831+00:00,41.698,omen-system,
2026-08-26T01:31:18.859969+00:00,42.108,omen-system,
2026-08-26T01:31:21.099459+00:00,41.1,omen-system,
2026-08-26T01:31:23.368983+00:00,43.284,omen-system,
2026-08-26T01:31:25.621881+00:00,43.07,omen-system,
2026-08-26T01:31:27.859163+00:00,43.467,omen-system,
2026-08-26T01:31:30.069846+00:00,42.079,omen-system,
2026-08-26T01:31:32.355250+00:00,42.195,omen-system,
2026-08-26T01:31:34.592616+00:00,41.669,omen-system,
2026-08-26T01:31:36.816201+00:00,41.323,omen-system,
2026-08-26T01:31:39.103497+00:00,40.88,omen-system,
2026-08-26T01:31:41.345377+00:00,40.612,omen-system,
2026-08-26T01:31:43.561352+00:00,41.698,omen-system,
2026-08-26T01:31:45.827640+00:00,42.229,omen-system,
2026-08-26T01:31:48.134785+00:00,45.363,omen-system,
2026-08-26T01:31:50.372626+00:00,41.971,omen-system,
2026-08-26T01:31:52.641148+00:00,42.848,omen-system,
2026-08-26T01:31:54.924572+00:00,41.527,omen-system,
2026-08-26T01:31:57.149048+00:00,42.335,omen-system,
2026-08-26T01:31:59.365362+00:00,42.174,omen-system,
2026-08-26T01:32:01.653184+00:00,42.681,omen-system,
2026-08-26T01:32:04.007041+00:00,53.891,omen-system,
2026-08-26T01:32:06.409291+00:00,48.372,omen-system,
2026-08-26T01:32:09.042915+00:00,50.004,omen-system,
2026-08-26T01:32:11.500950+00:00,53.143,omen-system,
2026-08-26T01:32:14.719484+00:00,48.499,omen-system,
2026-08-26T01:32:17.332939+00:00,48.552,omen-system,
2026-08-26T01:32:19.796796+00:00,50.865,omen-system,
2026-08-26T01:32:22.193424+00:00,51.429,omen-system,
2026-08-26T01:32:25.256033+00:00,45.393,omen-system,
2026-08-26T01:32:27.688141+00:00,49.876,omen-system,
2026-08-26T01:32:30.514970+00:00,46.87,omen-system,
2026-08-26T01:32:33.139756+00:00,48.804,omen-system,
2026-08-26T01:32:35.517981+00:00,48.433,omen-system,
2026-08-26T01:32:37.983672+00:00,49.002,omen-system,
2026-08-26T01:32:41.007908+00:00,45.872,omen-system,
2026-08-26T01:32:44.474091+00:00,49.234,omen-system,
2026-08-26T01:32:47.174109+00:00,47.884,omen-system,
2026-08-26T01:32:49.450497+00:00,41.076,omen-system,
2026-08-26T01:32:51.722339+00:00,41.741,omen-system,
2026-08-26T01:32:53.975017+00:00,42.239,omen-system,
2026-08-26T01:32:56.197112+00:00,41.097,omen-system,
2026-08-26T01:32:58.420303+00:00,41.219,omen-system,
2026-08-26T01:33:00.654528+00:00,41.291,omen-system,
2026-08-26T01:33:02.882685+00:00,41.307,omen-system,
2026-08-26T01:33:05.163208+00:00,44.341,omen-system,
2026-08-26T01:33:07.381239+00:00,41.478,omen-system,
2026-08-26T01:33:09.794966+00:00,46.66,omen-system,
2026-08-26T01:33:12.034792+00:00,41.729,omen-system,
2026-08-26T01:33:14.300299+00:00,42.281,omen-system,
2026-08-26T01:33:16.751921+00:00,47.465,omen-system,
2026-08-26T01:33:18.984307+00:00,41.297,omen-system,
2026-08-26T01:33:21.230078+00:00,41.209,omen-system,
2026-08-26T01:33:23.451310+00:00,41.241,omen-system,
2026-08-26T01:33:25.688642+00:00,41.24,omen-system,
2026-08-26T01:33:27.923666+00:00,42.621,omen-system,
2026-08-26T01:33:30.128568+00:00,41.348,omen-system,
2026-08-26T01:33:32.363210+00:00,41.268,omen-system,
2026-08-26T01:33:34.596010+00:00,41.301,omen-system,
2026-08-26T01:33:36.832743+00:00,41.054,omen-system,
2026-08-26T01:33:39.171051+00:00,41.221,omen-system,
2026-08-26T01:33:41.442092+00:00,41.091,omen-system,
2026-08-26T01:33:43.714455+00:00,41.591,omen-system,
2026-08-26T01:33:45.955228+00:00,41.66,omen-system,
2026-08-26T01:33:48.246283+00:00,42.392,omen-system,
2026-08-26T01:33:50.488387+00:00,41.533,omen-system,
2026-08-26T01:33:52.731412+00:00,41.241,omen-system,
2026-08-26T01:33:54.971970+00:00,41.249,omen-system,
2026-08-26T01:33:57.200922+00:00,41.324,omen-system,
2026-08-26T01:33:59.454058+00:00,41.287,omen-system,
2026-08-26T01:34:01.697352+00:00,41.513,omen-system,
2026-08-26T01:34:03.923190+00:00,41.328,omen-system,
2026-08-26T01:34:06.196161+00:00,41.311,omen-system,
2026-08-26T01:34:08.461569+00:00,41.674,omen-system,
2026-08-26T01:34:10.674150+00:00,41.433,omen-system,
2026-08-26T01:34:12.897263+00:00,41.581,omen-system,
2026-08-26T01:34:15.169595+00:00,41.322,omen-system,
2026-08-26T01:34:17.382583+00:00,41.032,omen-system,
2026-08-26T01:34:19.602132+00:00,41.154,omen-system,
2026-08-26T01:34:21.847835+00:00,41.231,omen-system,
2026-08-26T01:34:24.054181+00:00,41.22,omen-system,
2026-08-26T01:34:26.300693+00:00,46.435,omen-system,
2026-08-26T01:34:28.571478+00:00,41.526,omen-system,
2026-08-26T01:34:30.842072+00:00,41.247,omen-system,
2026-08-26T01:34:33.185072+00:00,41.234,omen-system,
2026-08-26T01:34:35.491448+00:00,41.859,omen-system,
2026-08-26T01:34:37.762892+00:00,53.277,omen-system,
2026-08-26T01:34:40.081363+00:00,55.505,omen-system,
2026-08-26T01:34:42.382335+00:00,53.712,omen-system,
2026-08-26T01:34:44.909441+00:00,41.321,omen-system,
2026-08-26T01:34:47.184092+00:00,41.684,omen-system,
2026-08-26T01:34:49.438746+00:00,41.216,omen-system,
2026-08-26T01:34:51.658620+00:00,41.19,omen-system,
2026-08-26T01:34:53.908140+00:00,41.89,omen-system,
2026-08-26T01:34:56.162392+00:00,41.329,omen-system,
2026-08-26T01:34:58.395381+00:00,41.424,omen-system,
2026-08-26T01:35:00.627783+00:00,41.306,omen-system,
2026-08-26T01:35:03.097255+00:00,51.051,omen-system,
2026-08-26T01:35:05.550501+00:00,45.404,omen-system,
2026-08-26T01:35:08.085915+00:00,45.907,omen-system,
2026-08-26T01:35:10.834654+00:00,48.758,omen-system,
2026-08-26T01:35:13.803594+00:00,46.752,omen-system,
2026-08-26T01:35:16.910470+00:00,48.408,omen-system,
2026-08-26T01:35:19.943778+00:00,47.377,omen-system,
2026-08-26T01:35:22.482897+00:00,47.201,omen-system,
2026-08-26T01:35:25.341754+00:00,46.166,omen-system,
2026-08-26T01:35:28.405310+00:00,46.552,omen-system,
2026-08-26T01:35:30.882502+00:00,46.149,omen-system,
2026-08-26T01:35:34.328786+00:00,45.234,omen-system,
2026-08-26T01:35:36.847788+00:00,47.271,omen-system,
2026-08-26T01:35:39.112678+00:00,41.013,omen-system,
2026-08-26T01:35:41.364847+00:00,41.103,omen-system,
2026-08-26T01:35:43.584697+00:00,41.258,omen-system,
2026-08-26T01:35:45.823030+00:00,41.274,omen-system,
2026-08-26T01:35:48.081745+00:00,41.25,omen-system,
2026-08-26T01:35:50.357527+00:00,43.133,omen-system,
2026-08-26T01:35:52.620832+00:00,44.113,omen-system,
2026-08-26T01:35:54.860717+00:00,41.221,omen-system,
2026-08-26T01:35:57.139656+00:00,42.884,omen-system,
2026-08-26T01:35:59.392821+00:00,41.233,omen-system,
2026-08-26T01:36:01.638109+00:00,41.393,omen-system,
2026-08-26T01:36:04.002893+00:00,43.867,omen-system,
2026-08-26T01:36:06.287814+00:00,46.897,omen-system,
2026-08-26T01:36:08.623226+00:00,41.211,omen-system,
2026-08-26T01:36:10.909090+00:00,40.987,omen-system,
2026-08-26T01:36:13.364324+00:00,46.414,omen-system,
2026-08-26T01:36:15.612721+00:00,41.035,omen-system,
2026-08-26T01:36:17.944556+00:00,41.1,omen-system,
2026-08-26T01:36:20.390951+00:00,44.638,omen-system,
2026-08-26T01:36:22.618525+00:00,41.26,omen-system,
2026-08-26T01:36:25.301005+00:00,45.852,omen-system,
2026-08-26T01:36:27.536185+00:00,41.314,omen-system,
2026-08-26T01:36:29.858913+00:00,45.151,omen-system,
2026-08-26T01:36:32.088389+00:00,41.376,omen-system,
2026-08-26T01:36:34.353663+00:00,41.199,omen-system,
2026-08-26T01:36:36.553024+00:00,41.175,omen-system,
2026-08-26T01:36:38.770625+00:00,41.154,omen-system,
2026-08-26T01:36:41.074575+00:00,47.993,omen-system,
2026-08-26T01:36:43.303688+00:00,43.545,omen-system,
2026-08-26T01:36:45.554374+00:00,42.598,omen-system,
2026-08-26T01:36:47.786449+00:00,41.214,omen-system,
2026-08-26T01:36:50.038535+00:00,41.85,omen-system,
2026-08-26T01:36:52.282352+00:00,41.003,omen-system,
2026-08-26T01:36:54.732932+00:00,45.525,omen-system,
2026-08-26T01:36:57.024965+00:00,52.452,omen-system,
2026-08-26T01:36:59.262730+00:00,52.538,omen-system,
2026-08-26T01:37:01.506412+00:00,40.938,omen-system,
2026-08-26T01:37:03.758624+00:00,41.02,omen-system,
2026-08-26T01:37:06.010969+00:00,41.008,omen-system,
2026-08-26T01:37:08.246382+00:00,41.857,omen-system,
2026-08-26T01:37:10.515203+00:00,41.893,omen-system,
2026-08-26T01:37:12.766141+00:00,41.341,omen-system,
2026-08-26T01:37:15.009405+00:00,41.273,omen-system,
2026-08-26T01:37:17.260611+00:00,41.055,omen-system,
2026-08-26T01:37:19.494742+00:00,41.189,omen-system,
2026-08-26T01:37:21.797212+00:00,42.378,omen-system,
2026-08-26T01:37:24.102036+00:00,51.42,omen-system,
2026-08-26T01:37:26.470059+00:00,51.689,omen-system,
2026-08-26T01:37:28.828546+00:00,48.307,omen-system,
2026-08-26T01:37:31.469898+00:00,50.145,omen-system,
2026-08-26T01:37:33.841518+00:00,47.987,omen-system,
2026-08-26T01:37:36.237757+00:00,49.305,omen-system,
2026-08-26T01:37:38.620691+00:00,47.47,omen-system,
2026-08-26T01:37:41.051770+00:00,49.27,omen-system,
2026-08-26T01:37:43.392226+00:00,45.003,omen-system,
2026-08-26T01:37:45.800084+00:00,46.643,omen-system,
2026-08-26T01:37:48.291616+00:00,46.05,omen-system,
2026-08-26T01:37:50.894894+00:00,49.47,omen-system,
2026-08-26T01:37:53.245279+00:00,48.425,omen-system,
2026-08-26T01:37:56.791642+00:00,47.658,omen-system,
2026-08-26T01:37:59.157954+00:00,44.841,omen-system,
2026-08-26T01:38:01.669088+00:00,49.151,omen-system,
2026-08-26T01:38:04.040926+00:00,46.954,omen-system,
2026-08-26T01:38:06.494822+00:00,48.5,omen-system,
2026-08-26T01:38:09.220458+00:00,46.8,omen-system,
2026-08-26T01:38:12.146986+00:00,44.703,omen-system,
2026-08-26T01:38:14.839383+00:00,46.306,omen-system,
2026-08-26T01:38:17.342438+00:00,47.077,omen-system,
2026-08-26T01:38:20.032450+00:00,47.559,omen-system,
2026-08-26T01:38:23.009958+00:00,44.839,omen-system,
2026-08-26T01:38:25.580491+00:00,49.87,omen-system,
2026-08-26T01:38:28.099487+00:00,45.085,omen-system,
2026-08-26T01:38:30.706319+00:00,46.482,omen-system,
2026-08-26T01:38:33.191996+00:00,45.945,omen-system,
2026-08-26T01:38:35.720252+00:00,47.338,omen-system,
2026-08-26T01:38:38.415316+00:00,46.013,omen-system,
2026-08-26T01:38:41.126093+00:00,50.871,omen-system,
2026-08-26T01:38:43.567865+00:00,46.254,omen-system,
2026-08-26T01:38:46.192415+00:00,49.56,omen-system,
2026-08-26T01:38:48.760252+00:00,46.981,omen-system,
2026-08-26T01:38:51.359227+00:00,50.882,omen-system,
2026-08-26T01:38:53.819352+00:00,47.774,omen-system,
2026-08-26T01:38:57.131770+00:00,46.139,omen-system,
2026-08-26T01:38:59.453740+00:00,46.841,omen-system,
2026-08-26T01:39:01.881398+00:00,49.193,omen-system,
2026-08-26T01:39:04.813369+00:00,48.786,omen-system,
2026-08-26T01:39:08.732885+00:00,46.25,omen-system,
2026-08-26T01:39:11.495095+00:00,46.658,omen-system,
2026-08-26T01:39:14.397412+00:00,47.718,omen-system,
2026-08-26T01:39:17.435723+00:00,45.068,omen-system,
2026-08-26T01:39:21.717985+00:00,46.461,omen-system,
2026-08-26T01:39:24.529866+00:00,48.221,omen-system,
2026-08-26T01:39:27.209468+00:00,45.175,omen-system,
